n_pruned,n_kept,keep_frac,rec_prior,rec_zero,prior_zero_gap
2.065000000000000000e+03,4.079000000000000000e+03,6.638997395833333703e-01,4.929876912434896091e-02,4.880631128946939790e-02,4.924578348795630167e-04
2.304000000000000000e+03,3.840000000000000000e+03,6.250000000000000000e-01,4.935817616780598799e-02,4.880792948404948095e-02,5.502466837565070379e-04
2.560000000000000000e+03,3.584000000000000000e+03,5.833333333333333703e-01,4.940931040445963734e-02,4.880735499064127458e-02,6.019554138183627612e-04
2.816000000000000000e+03,3.328000000000000000e+03,5.416666666666666297e-01,4.947637456258138083e-02,4.880820236206055013e-02,6.681722005208307058e-04
2.969000000000000000e+03,3.175000000000000000e+03,5.167643229166666297e-01,4.951536661783854237e-02,4.880844065348307476e-02,7.069259643554676176e-04
3.072000000000000000e+03,3.072000000000000000e+03,5.000000000000000000e-01,4.954449971516926982e-02,4.880935592651367005e-02,7.351437886555997614e-04
3.327000000000000000e+03,2.817000000000000000e+03,4.584960937500000000e-01,4.960561930338541758e-02,4.880902760823567499e-02,7.965916951497425957e-04
3.583000000000000000e+03,2.561000000000000000e+03,4.168294270833333148e-01,4.968150838216146142e-02,4.880985819498698253e-02,8.716501871744788965e-04
3.839000000000000000e+03,2.305000000000000000e+03,3.751627604166666852e-01,4.975044072469075179e-02,4.881173604329427235e-02,9.387046813964794456e-04
4.095000000000000000e+03,2.049000000000000000e+03,3.334960937500000000e-01,4.982525990804036187e-02,4.881197001139322977e-02,1.013289896647132093e-03
4.271000000000000000e+03,1.873000000000000000e+03,3.048502604166666852e-01,4.988612721761067487e-02,4.881315409342448092e-02,1.072973124186193949e-03
4.351000000000000000e+03,1.793000000000000000e+03,2.918294270833333148e-01,4.988234329223632801e-02,4.881453094482422067e-02,1.067812347412107343e-03
4.607000000000000000e+03,1.537000000000000000e+03,2.501627604166666852e-01,4.997074228922526035e-02,4.881494674682617524e-02,1.155795542399085107e-03
4.863000000000000000e+03,1.281000000000000000e+03,2.084960937500000000e-01,5.005783843994140309e-02,4.881747131347656532e-02,1.240367126464837766e-03
5.119000000000000000e+03,1.025000000000000000e+03,1.668294270833333426e-01,5.015804163614908523e-02,4.882233047485351474e-02,1.335711161295570493e-03
5.375000000000000000e+03,7.690000000000000000e+02,1.251627604166666574e-01,5.026682281494140869e-02,4.883124999999999966e-02,1.435572814941409037e-03
5.631000000000000000e+03,5.130000000000000000e+02,8.349609375000000000e-02,5.046112848917642946e-02,4.886681874593098995e-02,1.594309743245439503e-03
5.639000000000000000e+03,5.050000000000000000e+02,8.219401041666667129e-02,5.047440795898437693e-02,4.886994679768880134e-02,1.604461161295575589e-03
5.647000000000000000e+03,4.970000000000000000e+02,8.089192708333332871e-02,5.045940551757812503e-02,4.887244313557942421e-02,1.586962381998700822e-03
5.655000000000000000e+03,4.890000000000000000e+02,7.958984375000000000e-02,5.048119684855142952e-02,4.887358067830403774e-02,1.607616170247391785e-03
5.663000000000000000e+03,4.810000000000000000e+02,7.828776041666667129e-02,5.048209025065104189e-02,4.887687276204426973e-02,1.605217488606772158e-03
5.671000000000000000e+03,4.730000000000000000e+02,7.698567708333332871e-02,5.050149180094400808e-02,4.887868143717447739e-02,1.622810363769530695e-03
5.679000000000000000e+03,4.650000000000000000e+02,7.568359375000000000e-02,5.051224670410156548e-02,4.888172556559244875e-02,1.630521138509116730e-03
5.687000000000000000e+03,4.570000000000000000e+02,7.438151041666667129e-02,5.049720408121744636e-02,4.888534444173177340e-02,1.611859639485672957e-03
5.695000000000000000e+03,4.490000000000000000e+02,7.307942708333332871e-02,5.051272023518880300e-02,4.888801244099934967e-02,1.624707794189453325e-03
5.703000000000000000e+03,4.410000000000000000e+02,7.177734375000000000e-02,5.054345321655273615e-02,4.889050013224283814e-02,1.652953084309898013e-03
5.711000000000000000e+03,4.330000000000000000e+02,7.047526041666667129e-02,5.054157663981119486e-02,4.889456329345703151e-02,1.647013346354163355e-03
5.719000000000000000e+03,4.250000000000000000e+02,6.917317708333332871e-02,5.052727711995442378e-02,4.889890747070312765e-02,1.628369649251296125e-03
5.727000000000000000e+03,4.170000000000000000e+02,6.787109375000000000e-02,5.057005691528320551e-02,4.890162150065104074e-02,1.668435414632164770e-03
5.735000000000000000e+03,4.090000000000000000e+02,6.656901041666667129e-02,5.059476242065429757e-02,4.890454355875650805e-02,1.690218861897789526e-03
5.743000000000000000e+03,4.010000000000000000e+02,6.526692708333332871e-02,5.058123448689778867e-02,4.890764363606770609e-02,1.673590850830082577e-03
