n_pruned,n_kept,keep_frac,rec_prior,rec_zero,prior_zero_gap
3.644000000000000000e+03,2.500000000000000000e+03,4.069010416666666852e-01,1.103065714518229185e-01,1.084219711303710948e-01,1.884600321451823657e-03
3.748000000000000000e+03,2.396000000000000000e+03,3.899739583333333148e-01,1.104920867919921834e-01,1.084855600992838537e-01,2.006526692708329729e-03
3.852000000000000000e+03,2.292000000000000000e+03,3.730468750000000000e-01,1.106148325602213517e-01,1.085481516520182266e-01,2.066680908203125111e-03
3.942000000000000000e+03,2.202000000000000000e+03,3.583984375000000000e-01,1.106901702880859345e-01,1.086060862223307277e-01,2.084084065755206772e-03
3.957000000000000000e+03,2.187000000000000000e+03,3.559570312500000000e-01,1.107584757486979182e-01,1.086152720133463506e-01,2.143203735351567607e-03
4.061000000000000000e+03,2.083000000000000000e+03,3.390299479166666852e-01,1.108551971435546846e-01,1.086904296875000064e-01,2.164767456054678130e-03
4.165000000000000000e+03,1.979000000000000000e+03,3.221028645833333148e-01,1.110624593098958335e-01,1.087769470214843687e-01,2.285512288411464810e-03
4.269000000000000000e+03,1.875000000000000000e+03,3.051757812500000000e-01,1.112096872965494809e-01,1.088641194661458395e-01,2.345567830403641474e-03
4.373000000000000000e+03,1.771000000000000000e+03,2.882486979166666852e-01,1.113665812174479131e-01,1.089664128621419259e-01,2.400168355305987156e-03
4.477000000000000000e+03,1.667000000000000000e+03,2.713216145833333148e-01,1.115180246988932283e-01,1.090727396647135361e-01,2.445285034179692230e-03
4.570000000000000000e+03,1.574000000000000000e+03,2.561848958333333148e-01,1.116972147623697953e-01,1.091850341796875012e-01,2.512180582682294050e-03
4.581000000000000000e+03,1.563000000000000000e+03,2.543945312500000000e-01,1.117074045817057354e-01,1.091974283854166700e-01,2.509976196289065431e-03
4.685000000000000000e+03,1.459000000000000000e+03,2.374674479166666574e-01,1.120305308024088509e-01,1.093337483723958309e-01,2.696782430013019982e-03
4.789000000000000000e+03,1.355000000000000000e+03,2.205403645833333426e-01,1.121557444254557279e-01,1.094746429443359398e-01,2.681101481119788077e-03
4.894000000000000000e+03,1.250000000000000000e+03,2.034505208333333426e-01,1.124583363850911455e-01,1.096347473144531209e-01,2.823589070638024556e-03
4.998000000000000000e+03,1.146000000000000000e+03,1.865234375000000000e-01,1.126828043619791664e-01,1.098127756754557344e-01,2.870028686523432015e-03
5.102000000000000000e+03,1.042000000000000000e+03,1.695963541666666574e-01,1.128857076009114613e-01,1.100038218180338506e-01,2.881885782877610658e-03
5.206000000000000000e+03,9.380000000000000000e+02,1.526692708333333426e-01,1.131889241536458285e-01,1.102138946533203073e-01,2.975029500325521159e-03
5.299000000000000000e+03,8.450000000000000000e+02,1.375325520833333426e-01,1.134709187825520826e-01,1.104317097981770829e-01,3.039208984374999756e-03
5.310000000000000000e+03,8.340000000000000000e+02,1.357421875000000000e-01,1.136081339518229122e-01,1.104636789957682275e-01,3.144454956054684724e-03
5.414000000000000000e+03,7.300000000000000000e+02,1.188151041666666713e-01,1.139071085611979145e-01,1.107419077555338582e-01,3.165200805664056261e-03
5.518000000000000000e+03,6.260000000000000000e+02,1.018880208333333287e-01,1.143030904134114539e-01,1.110534230550130202e-01,3.249667358398433681e-03
5.622000000000000000e+03,5.220000000000000000e+02,8.496093750000000000e-02,1.148466196695963476e-01,1.114114481608072943e-01,3.435171508789053307e-03
5.635000000000000000e+03,5.090000000000000000e+02,8.284505208333332871e-02,1.148755025227864573e-01,1.114629659016927038e-01,3.412536621093753553e-03
5.639000000000000000e+03,5.050000000000000000e+02,8.219401041666667129e-02,1.147981913248697916e-01,1.114793904622395776e-01,3.318800862630214010e-03
5.643000000000000000e+03,5.010000000000000000e+02,8.154296875000000000e-02,1.149291015624999968e-01,1.114940907796223984e-01,3.435010782877598312e-03
5.647000000000000000e+03,4.970000000000000000e+02,8.089192708333332871e-02,1.149411499023437477e-01,1.115134267171224020e-01,3.427723185221345781e-03
